Görüş,Sentiment_Label
ucuza aldığımı düşünüyorum teşekkürler medium markt,tarafsız
kaliteli bir ürün,tarafsız
evet beğendim oneririm,tarafsız
"ürünü 6 ay önce anneme aldım arada bende kullandim uzun süreli kullanım sonrasi kesinlikle tavsiye ederim. kaliteli malzeme, mükemmel taban kolay kullanimiyla rahat bir ütü",tarafsız
"1 hafta oldu sipariş vereli ürün elime ulaşmadı,hala kargoya verilecek, yüzden ürünü değerlendiremiyorum mağazanın servisinden memnun değilim. yaz bitmeden elimize ulaşır umarım.",tarafsız
"siyah renk davlumbaz bacası çizik geldi.siyah renk üzerinde beyaz çizik net şekilde belli oluyor yüzden bacasız kullanıyorum. mağaza iletişim kurdum, fabrikadan gönderileceğini söylediler gelmedi. 1 ayı aşkın süredir arayan soran yok. kısacası yazık ilgisiz mağaza.",tarafsız
24 saat olmadan elime ulaştı kargo paketleme özenliydi tavsiye üzerine aldım performansından memnun kalacağıma eminim :),pos
güzel cekis gucu fiyata göre harika malzemesj d ekaliteli sağlam tavsiye ederim tek kotu torbalı olması,tarafsız
100 mb/sn+ gördüm metal kısım aşırı derecede ısınıyor.,tarafsız
evet güzel beğendim teşekkürler,tarafsız
benzer fi̇yatli ürünlerden i̇yi̇.. ti̇p maki̇nalarin kali̇teli̇leri̇ var. profesyonel ti̇cari̇ kullanimlar i̇çi̇n .. onlarin fi̇yatlari uçuk.. bi̇raz di̇kkatli̇ kullanilirsa uzun süre dayanabi̇li̇r ürün de.. kardeşi̇m memnun...,tarafsız
tasarim olarak cok hoş gözüküyor.ama i̇şlevi̇ önemli̇ tabi̇ ki̇ ürünü denedi̇kten sonra tekrar yorumlarimi paylaşicam...pi̇yasada bulmak zor azindan burada... hepsi̇ buradayada ti̇ti̇z başarili çalişmalarindan dolayi teşekkürler...,tarafsız
rengi hariç güzeldi,tarafsız
"öncelikle kullanıcılara hayırlı olsun.ben işyerinde telefonlar yasak olduğu için, sosyal medya mesajı, çağrı gelen aramalar işlerde kullanmak bakıyorum tavsiye edersiniz evet e basınız.",tarafsız
bi lerce pişmanım çay sıcak bi içecek maalesef yeni çay doldurmak istediğimizde başına gidip düğmeyi kaldır kaynamasın bekle müşteri hizmetleri seda hanım bide bize ders verdi alacağınızı kontrol etmeliydi iz kartlı termostatlı bakmalıymışım alırken yerli ürün desteklemek mi bir aslaaaaaaaaaa,tarafsız
"ssd ilgili ilk önce performans sorunu yaşasam sonrasında çözdüm. satıcı firmaya hızlı gönderiden dolayı teşekkür, özensiz paketlemeden dolayı teessüf ediyorum😊",tarafsız
"i̇stedigim renk doygunlugunu elde edemedim. renkler cok sarimsi. ben zaten ikinci ekran olsun almistim turlu isinizi gorur, fakat ozelliklerde 75 hz yaziyodu monitor 60 hz imis oyun icin alanlara tavsiye etmem ofis tarzi gunluk is icin parasina gore ideal",pos
güzel açıkçası,tarafsız
olumsuz yönleri: yazmuyosunuz kaç metre olduğunu,tarafsız
ilk test ettigin hdd tune 5.60 programında usb 3 yazma hızı 30 40mb okumahızı 70 80 usb 2 20 40mb civarı ısınma var asırı derecede deyil zatan 24 ssat kullanmakiçin deyil 3 ssaatten fazla kullanılırmı denemek lazım ısınıyor küçük,tarafsız
"ürünü yorumlara bakarak aldım beklentileri karşılanıyor,2 anten olmasına rağmen arka odalarda çekmiyor",tarafsız
çekiş gücü yüksek olmamasına rağmen iyi temizliyor. su kabını boşaltmak kolay. kullanımı pratik. memnun kaldık.,tarafsız
"ürünü almadan önce yorumları okudum. sessiz çalışıyor filan yazıyordu. fakat tamamen hayal kırıklığı. kesinlikle sesli çalışıyor. 80 model merdaneli çamaşır makinesi aldım onu kullanıyorum. çamaşır makinem sıkma programında bile kadar s çıkarmıyor. mutfağım ayrı salonumda tv sesi açıkken bile salonun mutfağa uzak mesafesinde çalışma sesini su alma sesini , su fışkırtan pervanelerin dönem sesini net yanındaymışsın duyuyorum. keşke burada s kaydı gönderme özelliği olsa şuanda çalışma sesini gönderebilsem.bide kurutması kötü.kesinlikle kurutmuyor. sepette damlacıklar kalırmış. önce alt sepeti boşaltıp sonra üst sepeti boşaltmam gerekmiş falan filan. ilk bulaşık makinesi kullanıyoruz. tamamen saçmalık. servis geldiğinde sesin normal olduğunu iddia ediyor. kurutma içinde yukarıda yazdığım şeyleri söylediler. cidden şaka bir makine. kesinlikle tavsiye etmiyorum. bulaşık makinesi büyük bi̇r pi̇şmanliktir.",tarafsız
"ürünü yaklaşık 2 yıldır kullanıyorum şuan sol tıklama tuşu bozulmak üzere, kullanım ömrü fazla uzun değil",tarafsız
s seviyesi beklediğimden azdı. kullanım açısından rahat hissedemedim. ayrıca yolda yürürken bağlantı problemleri yaşadım. i̇ade süreci başlattım.,tarafsız
estetik olarak beğenerek aldım fakat çekim gücü zayıf,tarafsız
ürün güzel ancak içinde süzgeci olduğunda kapak tam olarak oturmuyor,tarafsız
kızartma yaparken sıçrayan yeri kirleten yağlardan bıktıysanız işte tam size göre olan bir ürün. kızartırsanız kızartın sıçrama pislenme derdi yok şeyi güzel şekilde kızartıyor üstelik miktar yağ kullanarak yağdan tasarruf edebilirsiniz. gerçekten tavsiye edebileceğim bir ürün :),pos
jabra markasına 2 amazzon'a 5 yıldız s harika kullanım güzel sürekli sol kulaklık bağlantı surunu var sağ kulaklık sol kulaklıkla bir senkronize olamıyor gerçekten problem manyetik alan etraftan etkileniyor farklı mekan durumlarda bir gün sürekli denedim olmadı istemeyerek iade ettimamazzon markasına gelince alışverişimde iade konuda müşteriden yana olduğunu dile getirdiler ben görmediğim ilgi alakayı başka bir firmada görmedim ben ürünü indirimli fiyattan almıştım şuan artmış tekrar almayı düşünürsem fiyattan almayı taahhüt ettiler teşekkürler amazon takdir tebrik ediyorum sizi,neg
çaydanlık çelik satın aldık. suyu fazla kaynatıyor. i̇kinci hafta düğmesi bozuldu. geri gönderiyoruz. umarım servisi iyidir.,tarafsız
"sonra dibine baktık paslanmış iç tabanı kapağının altındakimetal. kesinlikle çelik değil, sakın almayın!",tarafsız
berbat bir fırın turbo var güya fan dönmüyor turboda ısıtmıyor. bir bakıyorsun bembeyaz pişmemiş bir kaç dakika sonra bir bakıyorsun yanmış. tam bir rezalet,pos
sessiz şık. beğendim,tarafsız
ürünü buradaki yorumlara istinaden aldım burada farkıyla bir günde geldi.ama üçüncü kullanmada üst gövde hamuru yogururken alt gövdeden ayrıldı makina kendini durdurdu ..15 gün oldu alalı şimdi tamire gidecek maalesef,tarafsız
olumlu yönleri: ürün göründüğü hızlı kargo teşekkürler,tarafsız
ürün sipariş verdikten yaklaşık 10gün sonra elimde oldu 25kasımda verdim 4aralıkta aldım ürün güzel ince görüntü kalitesi gayet iyi duvara asıcak arkadaşlar normalde tvlerin arkasında dört adet aparat vidalama yeri olur bunda iki tane var aparatın parçasını tek vida tutuyor güvenli değil,tarafsız
olumsuz yönleri: memnun kaldım 1 kere çalıştırdım bozuldu geri iade edicem,tarafsız
ürün 3 gün geldi başarılı görünüyor.annem sevdi.,tarafsız
çeyizine aldığım bir ürün parçaları kullanışlı tavsiye ederim,tarafsız
ürünü niğde karaca mağazasından satın aldım. i̇ndirim olmasına rağmen internet fiyatından 10 tl pahalıya almış oldum. i̇lk kullanımda gözlemlerim ürünün gürültülü çalıştığı sebzeleri iyi sıkıp meyveleri iyi sıkamadığı oldu. meyve posalarında su kalıyor. ayrıca meyve suyunda köpük yapması tadı bozuyor. ürünü tavsiye etmiyorum. keşke almasaydım.,tarafsız
aldığım ürün elime ulaşmadı. i̇ade karşımda muhatap yok.firmadan s yok.amazzon is ortaklarının korumuş .müşteri olmamak lazım .parami ürünü alamiyorum,tarafsız
ürünü aldığımızdan beri koyu renklilerde deterjan kalıntısı bırakıyor. servisi çağırdık uzun programı kullanın dediler.,tarafsız
sadece bir kere durulama yapıyor beni düsündüren sadece,tarafsız
eşime hediye olarak aldım. beğendi kullanışlı tavsiye ederim.,tarafsız
"100 mb/s okuma hızı nedeniyle, fiyatına göre ürün alınabilir.",tarafsız
ürünün ap özelliği yok. alacak kişi bunu göz önünde bulundursun. router olarakda diğer cihazımdan bi fazlasını görmedim. türkçe destegi yok.tavsiye etmiyorum,tarafsız
almayın dayanaklı bir urun değil boyasi atiyor arizalaniyor,tarafsız
doğrarken doğradıklarının bir kısmı aletin üstünde doğranmadan kalıyor..,tarafsız
yeğene aldık idare eder,tarafsız
"1 = hepsiburda ödeme yöntemi pratikligi süper..teşekkürler. 2=ürün kalite olarak fiyatinin karsiligi bence.daha önce bir bt kulaklik kullandim kafabantli..bu aldigim ürünü 1 haftadir kullaniyorum kuruşunu hak ediyor..sarj süresi kullanim süresi kullanma kilavuzunda yazanlarin aynısı..telefon görüşmelerinde kulaklik harika diyebilirim.ses kaybi , s gecikmesi , baglanti aksamasi yok..cok basarili..son s kullanimda yaninizdakilere s bir miktar gidebiliyo cok az..% 70 s miktarı kimse dinlediginizi kesinlikle duyamaz rahatsiz olmazlar.kafabantli kulaklık almadan 1 ay arastirdim tekno magazalarda ürünleri deneme imkanim oldu..herkesin kalite anlayışı farklıdır..benim tespit ettigim kadariyla 2 , 3 kati pahali kulakliklari aratmayacak seviyede bir malzeme s kalitesi var.tercih sizlerin.. 3= kargolama yüzünden 5 yildiz vermedim.ürünün kendi kutusunu kargo poşetine ambalajlayip gönderdikleri icin.. kargo firmasi içindeki malzemenin derece hassas olduğunu idrak etmemiş olabilir .göndericinin bunu biliyor olmasini dilerdim..daha iyi paketleme yapmaliydilar bence..ama tecrübe olur.bir bir ürün sipariş vereceğim satıcı sipariş öncesi paketleme konusundaki talebimi kabul ederse alışverişi gerceklestirecegim..",pos
urunu baska bir yerden aldim birkac kullanimda bozuldu... hic bulasmayin,tarafsız
herşeyiyle mükemmel .rengi süper. gelir gelmez kullandım beğendim. sesi rahatsızlık vermiyor.,tarafsız
"ürün hoş,bu fiyata alabileceğinizin iyisi.ayrıca süpriz hediye teşekkürler:)",tarafsız
verimli çalışmıyor. yeterli ısıya ulaşamıyor. dolayısıyla tost yapamıyorsunuz,tarafsız
"bilmem kaçıncı siparişim oldu, kesinlikle memnunum. amazzon.com kaliteyi bozmayın lutfen",tarafsız
kısa sürede elime ulaştı gerçekten beğendim herkese tavsiye ederim.alıp almama konusunda çook teredutte kalmıstım boşuna kalmışımmm gercekten guzel,tarafsız
siparişi vereli 5 gün oldu hala hazırlanıyor yazıyor müşteri hizmetelrini arıyorum bir bilgi yok sizi arıyalım diyorlar arayan yok . kurumsal firma aldık alakası yok .pişmanım .,tarafsız
ürünü 2016 temmuzda aldım. 3 ay içinde panelde gölgelenme meydana geldi. kimseye önermiyorum.,tarafsız
"yorucu düz bir yapısı var, malzeme kalitesi düşük, pil ömrü uzun. üstüne biraz koyup iyi bir mouse alınmalı. sözde indirimle aldım. ertesi gün 16tl indirim yapıldı.",tarafsız
süper beğendim güzel,tarafsız
şarj aleti orjinal değildi bundan dolayı değiştirmek istedim bana kutunun açılmadığı içinden herhangi bir parça değişimi yapılmadığı söylendi sonra internetten bakınca şarj aletlerinin aynı olduğunu gördüm. mağazayla ilgili bir sorun değil şarj aletleri orjinal orijinal görünümlü değil. rowentanın kendisi mi böyle bir yola gitti ülkemizde mi bir şekilde şarj aletleri pakete eklendi bilmiyorum. yine bir araştırın orjinal şarj işini. durum sizi rahatsız etmiyorsa alabilirsiniz ürünü,tarafsız
4 aydır sorunsuz kullanıyorum,tarafsız
"modemi alalı 1 ayı geçti sorunlarım hala bitmedi. modelin versiyon 4'ü var modem v3 sorunları bitmek bilmiyor, güncelleme yayınladılar ancak sorunu çözemedi şunu unutmayın v3 alıp v4'e yükseltme yapılamıyor v3'ün kendi güncellemesi yayınlanıyor. yaşadığım büyük problemlerden birisi tv, telefon pc otomatik bağlanmıyor, bağlantı koptuktan sonra tekrardan bağlan demen gerekiyor. ayrıca modemden kaynaklı kopmalar yaşadım. son olarak müşteri hizmetleri iyi çalışan bir modem alın.",tarafsız
henüz belli değil kargo aşamasını beğenmedim,tarafsız
"ürün geldiği geri iade edildi. çünki arızalı ürün gönderilmişti. sürekli sigortaları attırdı. sigorta arızalı diye, yeni yüksek vatlı sigorta takdırıp 190 tl. para ödemek zorunda kaldım. simfer mi bir asla satın almam....",tarafsız
ürünü alan bilinki parasını çöpe atar. alalı bir ay oldu bugün ikici kullanımımda teflon yüzeyin rengini attığını yaptığım ızgarada muazzam bir teflon kokusunun olduğunu fark ettim. i̇ade yasal 14 günlük sürede geçti bizim parada gitti :(,neg
kullanmaya başlayalı fazla zaman geçmedi makyajı güzel temizliyor. ayrıca makyajı temizledikten sonra gözde kızarıklık yanma duygusu yaratmaması önemli özelliği bence.,tarafsız
"kutu içeriğinde yıkama aparatı olmaması kötü , ekstra para satılması saçma. tıpa olmadan yıkadıktan sonra dalgınlıkla ıslak kullanarak can güvenliğini tehlikeye atabilirsiniz.",tarafsız
ürün jak girişi telefonuma tam oturmuyor kolay bir şekilde çıkıyor kulaklık s veriyor sebebi nedir tam olarak fiyatının hakkını vermiyor beğenmedim,tarafsız
kasım 2017 kuponla 850 liraya almıştım. suan 1500 lira olmuş wow. makina salon mutfak birleşik kullandiğimiz calişirken s bakimindan bize sorun teskil etti. baya bir sesli calişiyor. arkadaşın bosch bulasik makinasinda 0 s vardi biraz bişman olmuştuk. series 4 tu oda 1500 liraya almişti zaman. bir sene kadar zam gercekten enflasyonla yekün mücadele.,pos
ergonomi el ortapedisi sıfır ürün eli ufak olanda büyük olanda fareyi kullandığında garipsiyor.tıklama yaptığınızda ön arkada tıklama hareketini hissediyosunuz buda farenın tusu arka tarafında fırlıyomus bi hissiyat uyandırıyor.logitech bi firmaya böyle bir ürün yakısmamıs.alacak olanlar sakın fiyatına aldanıpda almasın.paranızı çöpe atmayın.,tarafsız
"ürün beklediğimden sesli çalışıyor. soğutma tuşuna basınca su şırıltısı yan odadan duyuluyor. bunun haricinde 10-15 dakika içinde odadaki nem oranını artırıyor. ekstra bir soğutma hissedemedim, soğutmayı çalıştırmadan kullanmayı düşünüyorum.",tarafsız
menzil çekim gücünü yükseltmek kötü performanslı bir cihaz yaklaşık laptopun antensiz entegre kartı aynı performans veriyor. alfa awus36h benzer ürünlerin gerisinde. sadece modemi yakında olan pcsinde wifi kart olmayanlara önerebilirim.,tarafsız
cihaz bilgisayar dışında farklı cihazlarda calışmıyor,tarafsız
"ürünü beğenmedim kimse tavsiye etmiyorum. ürünün içi plastik dolu. paslanmaz çelik yazıyor tamam filtre plastik, vida plastik, içindeki rezidansın başlığı plastik kesinlikle sağlıklı bir ürün değil arkadaşlar. bilseydim almazdım. içinde plastik parçalar olmayan çelik cam kettle'lar kullanılmalı.",tarafsız
doğalgazlı aldık tüplü çıktı,tarafsız
olumsuz yönleri: uygun fiyata aynı özelliklerde mixer almak mümkün bosch bilinen sağlam bir marka mikser nihayetinde,tarafsız
ürünü çelik aldım. büyük bir kısmı çelik yanlız su kaynama haznesinde plastik olmamasını tercih ederdim. çelik olmasını sağlık açısından istemiştim. içersindeki plastik aksamlar beni üzdü. plastik aksam haricinde güzel ürün,tarafsız
ürünü alalı yaklaşık bir sene oluyor hiçbir şikayetimiz yok memnunuz .gönül rahatlığıyla alınabilir.,tarafsız
ürün güzel değil,tarafsız
ısınma süresi iyi fena değil fakat alt ayaklar orantısız topal duruyor,tarafsız
"artık alışverişleri teknosa'dan yapmayı düşünüyorum. müşteri güven ister,o teknosa'da var. müşteri ilişkileri yerinde. başka yerden aldığım cihazım 4 aydır teknik serviste olduğunu söyledim..teknosa görevlisi buradan aldığın ürün serviste 20 günü geçerse gel ücretini ben vereyim dedi. benimde aradığım güven buydu...böyle olunca samsung g610 j7 prıme yi güvenle almayı düşünüyorum.",tarafsız
bence fiyatı cok iyi güzel performans istiyorsanız fiyatlarda alabileceginiz iyi süpürgelerden birisi philip markasını zaten cok seviyorum kalite ürünler üretiyor süpürgeleride cok iyi bence düşünmeden alabilirsiniz.,tarafsız
hızlı sorunsuz teslim oldu. kullanışlı. buhar fişe taktığın hazır neredeyse.,tarafsız
"ürün güzel, hafi ince menzili kısa. 3 m. mesafede resmen tekliyor.",tarafsız
kargo hızlı ürün güzel,tarafsız
yenisey burada ikilisine teşekkür ediyorum :) anneme aldım üründen ertesi gün elimize ulaştı. ürün güzel cezve görevi görüyor taşma derdi yok :) güvenle alabilirsiniz. i̇yi alışverişler :):),pos
küçük bir ürün değil kalitesine diyecek söz yok,tarafsız
