Phrase,Label
urunu bos kutunun icine koymuslar savrulmus da savrulmus insan biraz duzgun paketler sabitler taaa  km gelecek malzemeye deger vererek kargolar,Olumsuz
cok hizli teslimat ve mukemmel bir urun tesekkurler ,Olumlu
evet cok guzel cok iyi,Olumlu
Daha fazla paraya gerek yok Memnun etti Harika,Olumlu
harika bir urun kesinlikle tavsiye ederim ,Olumlu
 de urunu siparis ettim Tahmini kargoya verilis tarihi  olmasina ragmen bugun  ve urun hala gelmedi Birdaha Bestkalite den urun almak mi aslaaaaa,Olumsuz
Cok ucuza aldigimi dusunuyorum cok tesekkurler media markt,Olumlu
kaliteli bir urun,Olumlu
evet begendim oneririm,Olumlu
urunu  ay once anneme aldim arada bende kullandim ve uzun sureli kullanim sonrasi kesinlikle tavsiye ederim kaliteli malzeme mukemmel taban ve kolay kullanimiyla cok rahat bir utu,Olumlu
 hafta oldu siparis vereli urun elime ulasmadihala kargoya verilecek o yuzden urunu degerlendiremiyorum ama magazanin servisinden memnun degilim yaz bitmeden elimize ulasir umarim,Tarafsız
"Siyah renk davlumbaz bacasi cizik geldiSiyah renk uzerinde beyaz cizik
net sekilde belli oluyor bu yuzden bacasiz kullaniyorum Magaza ile
birkac kez iletisim kurdum fabrikadan gonderilecegini soylediler ama
hic gelmedi  ayi askin suredir arayan soran da yok Kisacasi ne yazik
ki ilgisiz magaza",Olumsuz
 saat olmadan elime ulasti Kargo paketleme cok ozenliydi tavsiye uzerine aldim performansindan memnun kalacagima eminim ,Olumlu
Guzel cekis gucu bu fiyata gore harika malzemesj d ekaliteli saglam tavsiye ederim tek kotu yani torbali olmasi,Olumlu
 mbsn gordum ama metal kisim asiri derecede isiniyor,Tarafsız
evet cok guzel begendim tesekkurler,Olumlu
BENZER FIYATLI URUNLERDEN COK DAHA IYI BU TIP MAKINALARIN DAHA KALITELILERI VAR PROFESYONEL TICARI KULLANIMLAR ICIN  AMA ONLARIN FIYATLARI COK UCUK BIRAZ DIKKATLI KULLANILIRSA UZUN SURE DAYANABILIR BU URUN DE KARDESIM MEMNUN,Tarafsız
TASARIM OLARAK COK HOS GOZUKUYORAMA ISLEVI DAHA ONEMLI TABI KI URUNU DENEDIKTEN SONRA  TEKRAR YORUMLARIMI PAYLASICAMPIYASADA BULMAK ZOR EN AZINDAN BURADA HEPSI BURADAYADA TITIZ VE BASARILI CALISMALARINDAN DOLAYI  COK TESEKKURLER,Tarafsız
Rengi haric guzeldi,Olumsuz
Oncelikle kullanicilara hayirli olsunBen isyerinde telefonlar yasak oldugu icin sosyal medya mesaji cagri gelen aramalar gibi islerde kullanmak icin bakiyorum tavsiye edersiniz evet e basiniz,Tarafsız
"Bi lerce kez pismanim
Cay sicak Bi icecek
Maalesef her yeni cay doldurmak istedigimizde basina gidip dugmeyi kaldir ve kaynamasin bekle
Musteri hizmetleri Seda hanim bide bize ders verdi ne alacaginizi kontrol etmeliydi iz diye
Kartli mi termostatli mi bakmaliymisim alirken
Yerli urun desteklemek mi 
Bir daha aslaaaaaaaaaa",Olumsuz
"Ssd ile ilgili ilk once performans sorunu yasasam da sonrasinda cozdum
Satici firmaya hizli gonderiden dolayi tesekkur ozensiz paketlemeden
dolayi ise teessuf ediyorum",Tarafsız
Istedigim renk doygunlugunu elde edemedim Renkler cok sarimsi  Ben zaten ikinci ekran olsun diye almistim her turlu isinizi gorur fakat ozelliklerde  hz yaziyodu monitor  hz imis oyun icin alanlara tavsiye etmem ofis tarzi gunluk is icin parasina gore ideal,Tarafsız
cok guzel acikcasi,Olumlu
Olumsuz yonleri Neden yazmuyosunuz kac metre oldugunu,Olumsuz
ilk test ettigin hdd tune   programinda usb  yazma hizi  mb okumahizi    usb  de   mb  civari isinma var ama asiri derecede deyil zatan   ssat kullanmakicin deyil  ssaatten fazla kullanilirmi denemek lazim isiniyor ve kucuk,Tarafsız
"urunu yorumlara bakarak aldim ama beklentileri karsilaniyor anten
olmasina ragmen arka odalarda hic cekmiyor",Olumsuz
Cekis gucu cok yuksek olmamasina ragmen iyi temizliyor Su kabini bosaltmak kolay Kullanimi pratik Memnun kaldik,Olumlu
Urunu almadan once yorumlari okudum Sessiz calisiyor filan yaziyordu Fakat tamamen hayal kirikligi Kesinlikle cok sesli calisiyor Sanki  model merdaneli camasir makinesi aldim onu kullaniyorum Camasir makinem sikma programinda bile bu kadar ses cikarmiyor  Mutfagim ayri salonumda tv sesi acikken bile salonun mutfaga en uzak mesafesinde calisma sesini su alma sesini  su fiskirtan pervanelerin donem sesini Cok net yanindaymissin gibi duyuyorum Keske burada ses kaydi gonderme ozelligi olsa da suanda calisma sesini gonderebilsemBide kurutmasi cok kotukesinlikle kurutmuyor sepette damlaciklar kalirmis once alt sepeti bosaltip sonra ust sepeti bosaltmam gerekmis falan filan Sanki ilk defa bulasik makinesi kullaniyoruz tamamen sacmalik Servis geldiginde de bu sesin normal oldugunu iddia ediyor kurutma icinde yukarida yazdigim Seyleri soylediler Cidden saka gibi bir makine Kesinlikle tavsiye etmiyorum Bu bulasik makinesi BUYUK BIR PISMANLIKTIR,Olumsuz
urunu yaklasik  yildir kullaniyorum suan sol tiklama tusu bozulmak uzere kullanim omru fazla uzun degil,Tarafsız
Ses seviyesi bekledigimden azdi Kullanim acisindan da rahat hissedemedim Ayrica yolda yururken baglanti problemleri yasadim Iade sureci baslattim,Tarafsız
Estetik olarak begenerek aldim fakat cekim gucu zayif,Tarafsız
Urun guzel ancak icinde suzgeci oldugunda kapak tam olarak oturmuyor,Tarafsız
Kizartma yaparken sicrayan ve her yeri kirleten yaglardan biktiysaniz iste tam size gore olan bir urun Ne kizartirsaniz kizartin sicrama pislenme derdi yok ve her seyi cok guzel sekilde kizartiyor ve ustelik cok az miktar yag kullanarak yagdan tasarruf edebilirsiniz Gercekten tavsiye edebilecegim bir urun ,Olumlu
Jabra markasina  amazzona  yildiz Ses harika kullanim guzel Ama surekli sol kulaklik baglanti surunu var sag kulaklik sol kulaklikla bir senkronize olamiyor bu gercekten problem her manyetik alan ve etraftan etkileniyor farkli mekan ve durumlarda bir gun surekli denedim ama olmadi istemeyerek iade ettimamazzon markasina gelince bu alisverisimde ve iade de her konuda musteriden yana oldugunu dile getirdiler yani ben gormedigim ilgi ve alakayi baska bir firmada gormedim ben bu urunu indirimli fiyattan almistim suan artmis ama eger tekrar almayi dusunursem o fiyattan almayi taahhut ettiler Tesekkurler AMAZON Takdir ve Tebrik ediyorum sizi,Olumsuz
Caydanlik celik diye satin aldik Suyu fazla kaynatiyor Ikinci hafta dugmesi bozuldu geri gonderiyoruz umarim servisi iyidir,Olumsuz
sonra dibine baktik ki paslanmis ic tabani ve kapaginin altindakimetal kesinlikle celik degil sakin almayin,Olumsuz
Berbat bir firin turbo var guya fan donmuyor turboda isitmiyor Bir bakiyorsun bembeyaz pismemis daha bir kac dakika sonra bir bakiyorsun yanmis Tam bir rezalet,Olumsuz
sessiz ve cok sik cok begendim,Olumlu
urunu buradaki yorumlara istinaden aldim hepsi burada farkiyla bir gunde geldiama ucuncu kullanmada ust govde hamuru yogururken alt govdeden ayrildi ve makina kendini durdurdu  gun oldu alali simdi tamire gidecek maalesef,Olumsuz
Olumlu yonleri urun gorundugu gibi ve hizli kargo icin tesekkurler,Olumlu
Urun siparis verdikten yaklasik gun sonra elimde oldu kasimda verdim aralikta aldim  urun guzel ince goruntu kalitesi gayet iyi ama duvara asicak arkadaslar normalde tvlerin arkasinda dort adet aparat  vidalama yeri olur bunda iki tane var aparatin her parcasini tek vida tutuyor ve hic guvenli degil,Olumsuz
Olumsuz yonleri hic memnun kaldim daha  kere calistirdim  bozuldu geri iade edicem,Olumsuz
Urun  gun de geldi basarili gorunuyorAnnem sevdi,Olumlu
Ceyizine aldigim bir urun parcalari cok kullanisli tavsiye ederim,Olumlu
Urunu Nigde Karaca magazasindan satin aldim Indirim olmasina ragmen internet fiyatindan daha  tl daha pahaliya almis oldum Ilk kullanimda gozlemlerim urunun cok gurultulu calistigi ve sebzeleri iyi sikip meyveleri iyi sikamadigi oldu Meyve posalarinda su kaliyor Ayrica meyve suyunda kopuk yapmasi  tadi bozuyor Urunu tavsiye etmiyorum Keske almasaydim,Olumsuz
Aldigim urun elime ulasmadi Iade icin ise karsimda muhatap yokFirmadan ses yokamazzon is ortaklarinin korumus Musteri olmamak lazim Parami ya da urunu alamiyorum,Olumsuz
Urunu aldigimizdan beri koyu renklilerde deterjan kalintisi birakiyor Servisi cagirdik uzun programi kullanin dediler,Olumsuz
Sadece bir kere durulama yapiyor beni dusunduren bu sadece,Olumsuz
Esime hediye olarak aldim Cok begendi ve cok kullanisli tavsiye ederim,Olumlu
 MBs okuma hizi nedeniyle fiyatina gore bu urun alinabilir,Tarafsız
urunun AP ozelligi yok alacak kisi bunu goz onunde bulundursun Router olarakda diger cihazimdan bi fazlasini gormedim turkce  destegi de yoktavsiye etmiyorum,Olumsuz
Almayin dayanakli bir urun degil boyasi atiyor arizalaniyor,Olumsuz
dograrken dogradiklarinin bir kismi aletin ustunde dogranmadan kaliyor,Tarafsız
Yegene aldik idare eder,Tarafsız
"  hepsiburda odeme yontemi ve pratikligi supertesekkurler
urun kalite olarak fiyatinin karsiligi bencedaha once bir cok bt kulaklik kullandim kafabantlibu aldigim urunu  haftadir kullaniyorum her kurusunu hak ediyorsarj suresi kullanim suresi kullanma kilavuzunda yazanlarin aynisitelefon gorusmelerinde kulaklik harika diyebilirimses kaybi  ses gecikmesi  baglanti aksamasi yokcok basarilison ses kullanimda yaninizdakilere ses bir miktar gidebiliyo ama bu cok az  ses miktari ile kimse ne dinlediginizi kesinlikle duyamaz ve rahatsiz olmazlarkafabantli kulaklik almadan  ay arastirdim ve tekno magazalarda urunleri deneme imkanim olduherkesin kalite anlayisi farklidirbenim tespit ettigim kadariyla    kati pahali kulakliklari aratmayacak seviyede bir malzeme ve ses kalitesi vartercih sizlerin
 Kargolama yuzunden  yildiz vermedimurunun kendi kutusunu kargo posetine ambalajlayip gonderdikleri icin
kargo firmasi icindeki malzemenin ne derece hassas oldugunu idrak etmemis olabilir gondericinin bunu biliyor olmasini dilerdimdaha iyi paketleme yapmaliydilar benceama her sey tecrube olurbir daha bir urun siparis verecegim de satici ile siparis oncesi paketleme konusundaki talebimi kabul ederse alisverisi gerceklestirecegim",Tarafsız
Urunu baska bir yerden aldim birkac kullanimda bozuldu Hic bulasmayin,Olumsuz
Herseyiyle mukemmel Rengi super gelir gelmez kullandim cok begendim Sesi de rahatsizlik vermiyor,Olumlu
"Urun cok hosbu fiyata alabileceginizin en iyisiAyrica supriz hediye
icin cok tesekkurler",Olumlu
verimli calismiyor yeterli isiya ulasamiyor dolayisiyla tost yapamiyorsunuz,Olumsuz
Bilmem kacinci siparisim oldu kesinlikle cok memnunum amazzoncom bu kaliteyi bozmayin lutfen,Olumlu
kisa surede elime ulasti ve gercekten cok begendim herkese de tavsiye ederimAlip almama konusunda cook teredutte kalmistim ama bosuna kalmisimmm gercekten cok guzel,Olumlu
siparisi vereli  gun oldu hala hazirlaniyor yaziyor musteri hizmetelrini ariyorum hic bir bilgi yok biz sizi ariyalim diyorlar arayan da yok  kurumsal firma diye aldik alakasi yok pismanim ,Olumsuz
Urunu  Temmuzda aldim  ay icinde panelde golgelenme meydana geldi Kimseye Onermiyorum,Olumsuz
Yorucu duz bir yapisi var malzeme kalitesi dusuk pil omru uzun Ustune biraz daha koyup daha iyi bir mouse alinmali Sozde indirimle aldim Ertesi gun TL daha  indirim yapildi,Olumsuz
Super Cok Begendim Guzel,Olumlu
"sarj aleti orjinal degildi bundan dolayi degistirmek istedim bana
kutunun hic acilmadigi ve icinden herhangi bir parca degisimi
yapilmadigi soylendi daha sonra internetten bakinca sarj aletlerinin
ayni oldugunu gordum bu magazayla ilgili bir sorun degil gibi ama sarj
aletleri orjinal veya orijinal gorunumlu degil rowentanin kendisi mi
boyle bir yola gitti veya ulkemizde mi bir sekilde bu sarj aletleri
pakete eklendi bilmiyorum siz yine de bir arastirin orjinal sarj isini
eger bu durum sizi rahatsiz etmiyorsa alabilirsiniz urunu",Tarafsız
 aydir sorunsuz kullaniyorum,Olumlu
"Modemi alali  ayi gecti sorunlarim hala bitmedi Bu modelin versiyon
u var bu modem ise V ve sorunlari bitmek bilmiyor guncelleme
yayinladilar ancak sorunu cozemedi sunu da unutmayin V alip Ve
yukseltme yapilamiyor Vun kendi guncellemesi yayinlaniyor Yasadigim
en buyuk problemlerden birisi TV Telefon PC otomatik baglanmiyor
baglanti koptuktan sonra tekrardan baglan demen gerekiyor Ayrica cok
defa modemden kaynakli kopmalar yasadim Son olarak musteri hizmetleri
daha iyi calisan bir modem alin",Olumsuz
henuz belli degil kargo asamasini begenmedim,Olumsuz
Urun geldigi gibi geri iade edildi cunki arizali urun gonderilmisti surekli sigortalari attirdi sigorta arizali diye yeni yuksek vatli sigorta takdirip   tl de para odemek zorunda kaldim Simfer mi bir daha asla satin almam,Olumsuz
"Bu urunu alan bilinki parasini cope atar Alali bir ay oldu ve bugun
ikici kullanimimda teflon yuzeyin rengini attigini ve yaptigim izgarada
muazzam bir teflon kokusunun oldugunu fark ettim Iade icin  yasal 
gunluk surede gecti bizim parada gitti ",Olumsuz
Kullanmaya baslayali cok fazla zaman gecmedi ama makyaji guzel temizliyor Ayrica makyaji temizledikten sonra gozde kizariklik ve yanma duygusu yaratmamasi en onemli ozelligi bence,Tarafsız
Kutu iceriginde yikama aparati olmamasi cok kotu  ekstra para ile satilmasi cok sacma Tipa olmadan yikadiktan sonra dalginlikla islak kullanarak can guvenligini tehlikeye atabilirsiniz,Olumsuz
"Urun jak girisi telefonuma tam oturmuyor ve cok kolay bir sekilde
cikiyor ve kulaklik az ses veriyor sebebi nedir acaba tam olarak
fiyatinin hakkini vermiyor begenmedim",Olumsuz
"kasim  de kuponla  liraya almistim suan  lira olmus WoW
makina salon mutfak birlesik kullandigimiz icin calisirken ses
bakimindan bize sorun teskil etti Cunku baya bir sesli calisiyor
arkadasin bosch bulasik makinasinda  ses vardi biraz bisman olmustuk
series  tu oda  liraya almisti o zaman bir sene de bu kadar zam
gercekten enflasyonla hic yekun mucadele",Tarafsız
Ergonomi ve el ortapedisi sifir urun eli ufak olanda buyuk olanda bu fareyi kullandiginda garipsiyortiklama yaptiginizda on ve arkada tiklama hareketini hissediyosunuz buda farenin tusu sanki arka tarafinda firliyomus gibi bi hissiyat uyandiriyorlogitech gibi bi firmaya boyle bir urun yakismamisalacak olanlar sakin fiyatina aldanipda almasinparanizi cope atmayin,Olumsuz
"Urun bekledigimden daha sesli calisiyor Sogutma tusuna basinca su
siriltisi yan odadan duyuluyor Bunun haricinde  dakika icinde
odadaki nem oranini  artiriyor Ekstra bir sogutma hissedemedim
sogutmayi calistirmadan kullanmayi dusunuyorum",Tarafsız
Menzil veya cekim gucunu yukseltmek icin kotu performansli bir cihaz  yaklasik laptopun antensiz entegre karti ile ayni performans veriyor Alfa awush gibi benzer urunlerin cok gerisinde Sadece modemi yakinda olan ve pcsinde wifi kart olmayanlara onerebilirim,Olumsuz
cihaz bilgisayar disinda farkli cihazlarda calismiyor,Olumsuz
"urunu hic ama hic begenmedim kimse tavsiye etmiyorum Urunun ici plastik
dolu paslanmaz celik yaziyor tamam da filtre plastik vida plastik
icindeki rezidansin basligi da plastik kesinlikle saglikli bir urun
degil arkadaslar bilseydim almazdim icinde plastik parcalar olmayan
celik ya da cam kettlelar kullanilmali",Olumsuz
Dogalgazli diye aldik TUPLU cikti,Olumsuz
Olumsuz yonleri Daha uygun fiyata ayni ozelliklerde mixer almak mumkun bosch bilinen saglam bir marka ama mikser en nihayetinde,Olumsuz
Urunu celik diye aldim Ve buyuk  bir  kismi  celik yanliz su kaynama  haznesinde hic plastik olmamasini tercih ederdim Celik olmasini saglik acisindan  istemistim icersindeki plastik aksamlar beni  uzdu Plastik aksam  haricinde cok guzel urun,Olumlu
Urunu alali yaklasik bir sene oluyor hicbir sikayetimiz yok cok memnunuz Gonul rahatligiyla alinabilir,Olumlu
Urun hic guzel degil,Olumsuz
isinma suresi iyi fena degil fakat alt ayaklar orantisiz topal duruyor,Tarafsız
Artik alisverisleri Teknosadan yapmayi dusunuyorum Musteri guven isterO da Teknosada var Musteri ile iliskileri yerinde Baska yerden aldigim cihazim  aydir teknik serviste oldugunu soyledimTeknosa gorevlisi ise buradan aldigin urun serviste  gunu gecerse gel ucretini ben vereyim dedi Benimde aradigim guven buyduBoyle olunca Samsung g j prime yi guvenle almayi dusunuyorum,Olumlu
bence fiyati cok iyi guzel performans istiyorsaniz bu fiyatlarda alabileceginiz en iyi supurgelerden birisi bu philips markasini zaten cok seviyorum kalite urunler uretiyor supurgeleride cok iyi bence dusunmeden alabilirsiniz,Olumlu
Hizli ve sorunsuz teslim oldu Cok kullanisli Buhar fise taktigin gibi hazir neredeyse,Olumlu
Urun guzel hafi ince ama menzili cok kisa  m mesafede resmen tekliyor,Tarafsız
Kargo hizli urun guzel,Olumlu
Yenisey ve hepsi burada ikilisine tesekkur ediyorum  Anneme aldim bu urunden ve ertesi gun elimize ulasti Urun cok guzel cezve gorevi goruyor ve tasma derdi yok  Guvenle alabilirsiniz Iyi Alisverisler ,Olumlu
Kucuk bir urun degil kalitesine diyecek soz yok,Tarafsız
Arzum rondoyu cam hazinesinden dolayi begenerek aldim  aldigim gunden beri sikintili calisiyordu   ay oldu arizalandi sonunda servise gonderdik kullanici hatasi dediler  tl ucret karsiliginda yapacaklarini bildirdiler Plâstik aksani bozulmus Urunun kendisini  tl aldim zaten Bir daha bu markadan bisey almam kimseye de tavsiye etmem,Olumsuz
cig kaliyor kahveyi kaynatiyor basarisiz,Olumsuz
"Urun elime ulasmadigi icin yorum yapamiyorumancak Muge hanima aldigim
yerdeki Muge hanima tesekkur ediyorum ilgili ve alakali ve geri donus
yapiyoronlardan kaynakli olmaya bilir tasimakaynaklidir ancak
memnuniyetsizllik olustu bende",Olumsuz
Fiyat olarak uygun bir urun ama kalitesi bence bu fiyatida hak etmiyor Tarak disleri fotografta gorundugu kadar sik degil elinize ilk aldiginizda hemen bir pismanlik yasiyorsunuz,Olumsuz
Ben bu kremi forumlarda okuduklarima bakarak muthis bir beklentiyle aldim Azicik bile iyi gelmedi Ne zaman sursem ertesi gun sivilceler cikartti yuzumde Bazi ciltlere iyi gelmiyor beklentinizi dusuk tutun,Olumsuz
Ben FC modelini kullaniyorum yaklasik  senedir Modelin uretimi kalmadigi icin de son  senedir de annem kayinvalidem ve anneanneme FC modelini aldim Hepsi de makinenin pratikliginden kullanimindan emis gucunden cok memnunlar Emis gucunden sikayet eden arkadaslar belli araliklarla filtresini temizlemiyorlar Zamanla kirlenip tikandigi icin de emis gucunden sikayet ediyorlar Filtresini en azindan ayda  temizlerseniz emis gucu yonunden sikinti yasamazsiniz  senede bir de filtre ve hepa filtresini degistirmeniz de makineyi daha verimli kullanmanizi saglayacaktir Borusunun kirildigiyla alakali sikayet eden arkadaslari da anlamak mumkun degil Makineyi nasil kullaniyorlar merak ediyorum Ne kendim ne de ailemde oyle bir sikintiyla karsilasmadik acikcasi Bir seyi sadece kotulemek amacli yapilan yorumlari dogru bulmuyorum Olumsuz olarak soyleyecegim seyler ise maalesef  fiyat olarak her sey fazla zamlandigi icin makine aldigim fiyatlarin iki katinin ustune cikmis Ve de yavas yavas daha yeni modelleri cikmaya baslamis Daha yeni modelleri biraz daha uyguna bulabilmek mumkun,Olumlu
INSAALLAH IYIDIR YORUMLARA GUVENEREK SIPARIS VERDIM LIKIT EYELINER A COZUM OLARAK SUNMUSLAR BAKALIM DEDIKLERI GIBI MI UMDUGUM GIBI CIKICAK MI,Tarafsız
Urun spot geldi Ilgi ve alakaniza tesekkurler hb,Olumsuz
"cekisemis hic birsey yokbir motor calisiyor amahicbir islevi yokbu
ne bicim is",Olumsuz
" COK KABA
 TEMIZLIGI COK ZOR GORDUGUNUZ ALET BELKI  TANE SOKULMESI GEREKEN PARCADAN OLUSUYOR
 ATTIGINIZ PARCALARIN BAZILARI DIPTE BIRIKIYOR BICAKLAR O ALANI PARCALAYAMIYOR LAPA BIR KUTLE DIPTE KALIYOR

AMACINIZ DOGRAMAK PARCALAMAKSA BLENDER ALIN
AMACINIZ CORBA YAPMAKSA TENCERE KULLANIN
BUNUNLA CORBA YAPMAK DEMEK DIPTE BIR LAPA VE DIGER TUM MALZEMELERIN MUNDAR OLMASI DEMEK 
SOGAN ONCE PISMELI SONRA SIRAYLA BASKA SEYLER PISMELI VE ICERKEN AGZINIZA MESELA TAVUGUN GELMESINI ISTIYENLERDENSENIZ KESINLIKLE TENCERE KULLANIN CUNKU BUNDA NE TAVUK NE HAVUC ANLAYAMAZSINIZ 

YINE DE COOOOK ISTERSENIZ ILLA INCELEYIN DERIM",Olumsuz
